Material,Alloy_Type,Density_g_cm3,Yield_Strength_MPa,Tensile_Strength_MPa,Hardness_HB,Corrosion_Resistance_0_10,Thermal_Conductivity_W_mK,Cost_Index_1_10,Melting_Point_C,Machinability,Primary_Application
NF 52M4TS,Carbon Steel,7.86,410.0,710.0,208.8,3,49.8,2,1528.5,7,General Purpose
NF A48CP,Carbon Steel,7.86,290.0,470.0,138.2,3,49.95,1,1498.6,7,General Purpose
NF 35M5,Carbon Steel,7.86,500.0,670.0,197.1,3,55.43,1,1541.3,7,General Purpose
NF 51S7 (heat treated),Carbon Steel,7.86,1350.0,1500.0,441.2,2,40.55,3,1525.7,6,Structural
NF 32C4,Carbon Steel,7.86,590.0,780.0,229.4,3,47.12,2,1516.7,7,General Purpose
NF 38C4,Carbon Steel,7.86,620.0,830.0,244.1,4,41.95,3,1525.6,6,Structural
NF 42C4,Carbon Steel,7.86,600.0,880.0,258.8,2,42.38,3,1528.3,6,Structural
NF 35CD4TS,Carbon Steel,7.86,715.0,880.0,258.8,3,44.3,3,1535.7,6,Structural
NF 42C4TS,Carbon Steel,7.86,685.0,880.0,258.8,3,42.19,3,1546.2,6,Structural
NF 16MC5 (case-hardened),Carbon Steel,7.86,700.0,980.0,288.2,2,44.53,4,1524.7,5,Structural
NF 20MC5 (case-hardened),Carbon Steel,7.86,850.0,1200.0,352.9,3,45.42,3,1557.4,6,Structural
NF 55C3 (heat treated),Carbon Steel,7.86,1180.0,1370.0,402.9,3,39.73,2,1519.7,7,Structural
NF 15D3,Carbon Steel,7.86,270.0,440.0,129.4,3,49.04,3,1518.2,7,General Purpose
NF 15CD405,Carbon Steel,7.86,295.0,450.0,132.4,3,47.42,2,1509.9,7,General Purpose
NF 25CD4,Carbon Steel,7.86,600.0,780.0,229.4,3,51.8,1,1511.0,7,General Purpose
NF 34CD4,Carbon Steel,7.86,700.0,880.0,258.8,3,41.19,3,1533.1,6,Structural
NF 42CD4 (heat treated),Carbon Steel,7.86,770.0,980.0,288.2,2,45.25,3,1531.8,6,Structural
NF 42CD4TS (face hardened),Carbon Steel,7.86,815.0,980.0,288.2,3,42.67,3,1541.2,6,Structural
NF 50CV4 (heat treated),Carbon Steel,7.86,1125.0,1320.0,388.2,4,41.44,4,1562.7,7,Structural
NF 40CAD612 (nitrided),Carbon Steel,7.86,720.0,900.0,264.7,3,41.36,3,1542.4,7,Structural
NF 30CD12 (heat treated),Carbon Steel,7.86,810.0,1030.0,302.9,3,44.7,3,1569.4,5,Structural
NF 30CD12 (nitrided),Carbon Steel,7.86,770.0,980.0,288.2,4,39.83,4,1558.7,5,Structural
NF 16NC6 (case-hardened),Carbon Steel,7.86,800.0,1100.0,323.5,3,38.67,3,1500.3,5,Structural
NF 18NCD6 (case-hardened),Carbon Steel,7.86,850.0,1200.0,352.9,3,41.51,3,1543.7,6,Structural
NF 30CND8 (heat treated),Carbon Steel,7.86,850.0,1030.0,302.9,3,45.75,3,1553.9,6,Structural
NF Z6C13,Carbon Steel,7.86,225.0,420.0,123.5,4,51.87,2,1530.6,7,General Purpose
NF Z12C13,Stainless Steel,7.86,440.0,630.0,185.3,8,23.54,3,1516.6,6,Cutting Tools
NF Z20C13,Carbon Steel,7.86,540.0,730.0,214.7,3,49.6,2,1528.4,7,General Purpose
NF Z30C13,Carbon Steel,7.86,635.0,830.0,244.1,3,46.26,3,1532.7,7,Structural
NF Z8C17,Carbon Steel,7.86,245.0,440.0,129.4,3,51.74,2,1513.8,7,General Purpose
NF Z8CA7,Carbon Steel,7.86,240.0,440.0,129.4,3,48.26,2,1517.0,7,General Purpose
NF Z45CS9,Carbon Steel,7.86,700.0,900.0,264.7,3,39.86,3,1530.8,6,Structural
NF Z6CA13,Carbon Steel,7.86,225.0,420.0,123.5,3,49.86,3,1532.1,6,General Purpose
NF Z10C13,Carbon Steel,7.86,410.0,590.0,173.5,3,50.51,1,1494.0,6,General Purpose
NF Z85CDMV1802,Carbon Steel,7.86,800.0,1000.0,294.1,3,42.14,3,1543.3,6,Structural
NF Z6CN1809,Carbon Steel,7.86,195.0,510.0,150.0,3,53.49,2,1511.8,7,General Purpose
NF Z6CNT1810,Carbon Steel,7.86,205.0,510.0,150.0,4,48.79,3,1498.7,6,General Purpose
NF Z6CNT1812,Carbon Steel,7.86,205.0,510.0,150.0,3,50.51,2,1507.2,7,General Purpose
NF Z2CN1810,Carbon Steel,7.86,185.0,450.0,132.4,3,47.15,1,1510.5,7,General Purpose
NF Z15CN2413,Stainless Steel,7.86,240.0,540.0,158.8,8,16.75,4,1455.9,6,General Purpose
NF Z12NCS3516,Stainless Steel,7.86,240.0,590.0,173.5,8,25.07,3,1500.8,6,Cutting Tools
NF Z12CN2520,Stainless Steel,7.86,240.0,540.0,158.8,8,16.02,4,1453.7,5,General Purpose
NF Z12CNS2520,Stainless Steel,7.86,240.0,540.0,158.8,8,15.47,4,1431.0,6,General Purpose
NF Z6CND1711,Carbon Steel,7.86,205.0,530.0,155.9,2,44.05,2,1492.8,8,General Purpose
NF Z6CNDT1712,Carbon Steel,7.86,216.0,490.0,144.1,3,50.34,1,1510.9,7,General Purpose
NF Z2CND1712,Carbon Steel,7.86,186.0,470.0,138.2,2,48.21,2,1499.9,7,General Purpose
NF Z2CND1713,Carbon Steel,7.86,195.0,480.0,141.2,3,47.48,1,1520.2,7,General Purpose
NF Z6CND1712,Carbon Steel,7.86,205.0,530.0,155.9,3,51.88,1,1498.0,7,General Purpose
NF Z52CMN2109,Carbon Steel,7.86,600.0,950.0,279.4,3,43.12,3,1543.1,5,Structural
JIS SUM22,Tool Steel,7.86,375.0,460.0,135.3,4,14.72,5,1368.2,5,Die Casting
JIS SS330,Carbon Steel,7.86,195.0,360.0,105.9,4,51.62,1,1528.1,7,General Purpose
JIS STKM13B,Carbon Steel,7.86,305.0,440.0,129.4,3,49.38,2,1523.5,7,General Purpose
JIS STKM12A,Carbon Steel,7.86,175.0,340.0,100.0,3,44.36,2,1508.4,7,General Purpose
JIS STKM12C,Carbon Steel,7.86,355.0,470.0,138.2,3,46.86,2,1529.9,7,General Purpose
JIS SS400,Carbon Steel,7.86,235.0,400.0,117.6,3,47.51,2,1536.0,7,General Purpose
JIS SS490,Carbon Steel,7.86,275.0,490.0,144.1,3,52.21,2,1521.9,7,General Purpose
JIS SM52OC,Carbon Steel,7.86,335.0,520.0,152.9,3,44.35,2,1526.9,7,General Purpose
JIS SM52OB,Carbon Steel,7.86,335.0,520.0,152.9,3,47.41,2,1528.0,7,General Purpose
JIS STKM16A,Carbon Steel,7.86,325.0,510.0,150.0,4,53.98,3,1543.7,7,General Purpose
JIS STKM16C,Carbon Steel,7.86,460.0,620.0,182.4,3,53.25,2,1521.2,6,General Purpose
JIS SM570,Carbon Steel,7.86,450.0,570.0,167.6,3,53.78,2,1546.9,7,General Purpose
JIS S10C,Carbon Steel,7.86,300.0,420.0,123.5,2,49.74,1,1506.2,7,General Purpose
JIS S15C,Carbon Steel,7.86,340.0,440.0,129.4,2,51.63,2,1523.2,7,General Purpose
JIS S22C,Carbon Steel,7.86,250.0,420.0,123.5,3,50.74,2,1520.3,7,General Purpose
JIS S25C,Carbon Steel,7.86,300.0,480.0,141.2,3,51.0,2,1498.1,7,General Purpose
JIS S30C,Carbon Steel,7.86,340.0,540.0,158.8,2,49.6,2,1506.7,7,General Purpose
JIS S35C,Carbon Steel,7.86,370.0,600.0,176.5,3,51.74,2,1535.1,7,General Purpose
JIS S40C,Carbon Steel,7.86,400.0,630.0,185.3,3,50.72,2,1516.9,7,General Purpose
JIS S45C,Carbon Steel,7.86,430.0,650.0,191.2,2,48.69,2,1524.5,7,General Purpose
JIS S50C,Carbon Steel,7.86,460.0,700.0,205.9,4,50.2,2,1490.6,6,General Purpose
JIS S55C,Carbon Steel,7.86,500.0,750.0,220.6,3,52.74,3,1519.0,7,General Purpose
JIS S58C,Carbon Steel,7.86,510.0,780.0,229.4,3,48.62,3,1506.2,7,General Purpose
JIS SMn433,Carbon Steel,7.86,490.0,700.0,205.9,4,57.22,1,1528.5,7,General Purpose
JIS SCr430,Stainless Steel,7.86,570.0,770.0,226.5,8,27.51,3,1496.7,6,Cutting Tools
JIS SCr435,Carbon Steel,7.86,600.0,800.0,235.3,2,49.82,2,1507.6,7,General Purpose
JIS SCr440,Carbon Steel,7.86,640.0,880.0,258.8,3,44.95,2,1541.1,5,Structural
JIS SMnC420,Stainless Steel,7.86,680.0,980.0,288.2,9,12.18,6,1433.8,4,Aerospace
JIS SUP9 (heat treated),Carbon Steel,7.86,1079.0,1226.0,360.6,3,44.96,3,1553.0,6,Structural
JIS SCM430,Stainless Steel,7.86,630.0,830.0,244.1,8,25.08,4,1482.1,6,Cutting Tools
JIS SCM435,Carbon Steel,7.86,660.0,880.0,258.8,3,40.28,3,1534.2,6,Structural
JIS SCM440,Carbon Steel,7.86,735.0,930.0,273.5,3,46.33,3,1514.8,6,Structural
JIS SCM445,Carbon Steel,7.86,680.0,860.0,252.9,3,42.34,3,1555.5,6,Structural
JIS SUP10,Carbon Steel,7.86,1079.0,1226.0,360.6,2,44.19,4,1538.0,6,Structural
JIS SNC815,Carbon Steel,7.86,680.0,930.0,273.5,3,43.45,4,1520.4,6,Structural
JIS SNCM815,Carbon Steel,7.86,800.0,1100.0,323.5,3,39.81,3,1550.1,6,Structural
JIS SNCM447,Carbon Steel,7.86,900.0,1100.0,323.5,3,41.65,3,1536.0,6,Structural
JIS SNCM630,Stainless Steel,7.86,1000.0,1200.0,352.9,8,12.61,6,1450.0,3,Aerospace
JIS SUS403,Carbon Steel,7.86,392.0,588.0,172.9,3,51.82,2,1516.9,7,General Purpose
JIS SUS405,Carbon Steel,7.86,177.0,412.0,121.2,4,42.24,2,1524.9,7,General Purpose
JIS SUS410,Stainless Steel,7.86,343.0,539.0,158.5,8,16.8,4,1469.5,6,General Purpose
JIS SUS420J1,Stainless Steel,7.86,441.0,637.0,187.4,8,24.15,3,1515.0,7,Cutting Tools
JIS SUS420J2,Stainless Steel,7.86,539.0,735.0,216.2,7,23.94,3,1490.7,6,Cutting Tools
JIS SUS430,Stainless Steel,7.86,205.0,430.0,126.5,6,26.21,3,1503.2,7,Valve Parts
JIS SUS431,Carbon Steel,7.86,588.0,785.0,230.9,3,49.67,2,1523.0,7,General Purpose
JIS SUS304,Stainless Steel,7.86,205.0,520.0,152.9,8,17.5,4,1459.9,6,General Purpose
JIS SUS303,Carbon Steel,7.86,205.0,520.0,152.9,3,52.03,2,1517.6,7,General Purpose
JIS SUS316,Stainless Steel,7.86,205.0,520.0,152.9,8,15.8,4,1484.8,6,General Purpose
JIS SUS316L,Stainless Steel,7.86,175.0,480.0,141.2,9,16.46,6,1409.7,5,Marine
JIS SUS321,Carbon Steel,7.86,205.0,520.0,152.9,3,51.3,2,1510.1,7,General Purpose
JIS SUS304L,Stainless Steel,7.86,175.0,480.0,141.2,8,16.14,5,1421.6,5,Marine
JIS SUS3093,Carbon Steel,7.86,205.0,520.0,152.9,3,50.44,2,1514.5,7,General Purpose
JIS SUH1,Carbon Steel,7.86,685.0,930.0,273.5,3,42.73,2,1514.9,6,Structural
JIS SUH330,Carbon Steel,7.86,205.0,560.0,164.7,4,51.88,3,1514.3,6,General Purpose
JIS SUH310,Carbon Steel,7.86,205.0,590.0,173.5,3,48.96,3,1522.9,7,General Purpose
JIS SUH35,Carbon Steel,7.86,560.0,880.0,258.8,3,43.12,3,1521.2,6,Structural
